time,event,entry,pHCl,pH2SO4,HNO3
63.00,0.00,33.00,0.60,1.58,0.23
59.00,0.00,29.00,0.41,1.68,0.26
51.00,0.00,21.00,0.68,1.53,0.15
94.00,0.00,64.00,0.49,1.79,0.28
6.30,0.00,0.00,0.87,1.58,0.16
30.00,0.00,0.00,0.87,1.82,0.41
74.00,0.00,44.00,0.32,1.64,0.29
11.50,0.00,0.00,0.93,1.70,0.24
50.00,0.00,20.00,0.60,1.53,0.19
59.00,0.00,29.00,0.41,1.68,0.27
58.00,0.00,28.00,0.32,1.59,0.31
69.00,0.00,39.00,0.46,1.68,0.24
59.00,0.00,29.00,0.48,1.64,0.24
23.20,1.00,0.00,0.77,1.79,0.41
67.10,1.00,53.00,0.69,1.84,0.25
90.00,0.00,60.00,0.54,1.72,0.30
13.80,0.00,0.00,0.65,1.61,0.26
43.00,0.00,13.00,0.41,1.69,0.27
63.00,0.00,33.00,0.71,1.53,0.20
67.00,0.00,37.00,0.62,1.77,0.25
87.60,1.00,58.00,0.64,1.69,0.23
48.90,1.00,31.00,0.61,1.55,0.21
58.00,0.00,28.00,0.62,1.54,0.16
30.00,0.00,0.00,0.77,1.65,0.24
32.00,0.00,2.00,0.55,1.67,0.23
44.00,0.00,14.00,0.43,1.70,0.26
63.00,0.00,33.00,0.57,1.77,0.25
18.10,0.00,0.00,0.83,1.64,0.18
57.80,1.00,53.00,0.50,1.58,0.21
2.90,0.00,0.00,0.96,1.82,0.45
49.00,0.00,19.00,0.70,1.52,0.18
7.40,0.00,0.00,0.50,1.81,0.28
10.70,0.00,0.00,0.62,1.56,0.22
40.00,0.00,10.00,0.86,1.57,0.16
90.00,0.00,60.00,0.41,1.59,0.24
69.00,0.00,39.00,0.64,1.53,0.20
48.00,0.00,18.00,0.33,1.65,0.30
4.20,0.00,0.00,0.80,1.57,0.16
10.30,0.00,0.00,0.78,1.58,0.15
37.00,0.00,7.00,0.74,1.67,0.31
60.70,1.00,42.00,0.54,1.78,0.37
86.00,0.00,56.00,0.53,1.84,0.29
26.20,1.00,0.00,0.82,1.57,0.16
30.00,0.00,0.00,0.62,1.50,0.17
69.00,0.00,39.00,0.43,1.64,0.27
30.00,0.00,0.00,0.62,1.58,0.22
43.00,0.00,13.00,0.80,1.58,0.17
30.00,0.00,0.00,0.82,1.79,0.47
30.00,0.00,0.00,0.62,1.63,0.24
70.30,1.00,43.00,0.61,1.68,0.23
9.30,0.00,0.00,0.35,1.62,0.31
88.00,0.00,58.00,0.42,1.66,0.25
30.00,0.00,0.00,0.75,1.79,0.41
47.00,0.00,17.00,0.52,1.65,0.23
58.00,0.00,28.00,0.47,1.69,0.25
82.40,1.00,71.00,0.64,1.57,0.20
41.40,1.00,19.00,0.80,1.72,0.25
83.00,0.00,53.00,0.40,1.66,0.26
6.90,0.00,0.00,0.42,1.67,0.25
72.60,1.00,71.00,0.64,1.57,0.20
62.00,0.00,32.00,0.69,1.57,0.22
8.10,1.00,0.00,1.09,1.88,0.56
30.00,0.00,0.00,0.61,1.55,0.21
69.00,0.00,39.00,0.64,1.54,0.20
78.00,0.00,48.00,0.44,1.70,0.27
30.00,0.00,0.00,0.83,1.64,0.19
90.00,0.00,60.00,0.60,1.74,0.32
30.00,0.00,0.00,0.74,1.53,0.16
59.00,0.00,29.00,0.39,1.68,0.30
50.00,0.00,20.00,0.76,1.53,0.18
35.00,0.00,5.00,0.47,1.69,0.26
59.00,0.00,29.00,0.59,1.74,0.24
30.00,0.00,0.00,0.80,1.57,0.16
39.00,0.00,9.00,0.43,1.71,0.26
55.50,1.00,37.00,0.61,1.74,0.32
60.90,1.00,33.00,0.42,1.70,0.28
52.00,0.00,22.00,0.37,1.65,0.27
30.00,0.00,0.00,0.88,1.67,0.25
69.00,0.00,39.00,0.40,1.57,0.27
92.00,0.00,62.00,0.38,1.66,0.30
50.00,0.00,20.00,0.41,1.57,0.27
30.00,0.00,0.00,0.78,1.65,0.25
61.00,0.00,31.00,0.33,1.60,0.31
28.30,0.00,0.00,0.47,1.64,0.24
29.10,0.00,0.00,0.49,1.64,0.22
45.00,0.00,15.00,0.42,1.71,0.27
31.50,1.00,12.00,0.51,1.83,0.43
48.00,0.00,18.00,0.35,1.64,0.32
85.00,0.00,55.00,0.36,1.55,0.27
44.00,0.00,14.00,0.40,1.63,0.25
56.00,0.00,26.00,0.31,1.59,0.31
60.00,0.00,30.00,0.49,1.67,0.24
31.00,0.00,1.00,0.39,1.65,0.26
67.00,0.00,37.00,0.57,1.76,0.25
87.00,0.00,57.00,0.37,1.56,0.24
14.60,0.00,0.00,0.59,1.68,0.23
74.00,0.00,44.00,0.33,1.60,0.28
30.00,0.00,0.00,0.36,1.63,0.29
44.00,0.00,14.00,0.65,1.56,0.23
47.00,0.00,17.00,0.39,1.56,0.24
3.70,0.00,0.00,0.85,1.81,0.50
30.00,0.00,0.00,0.95,1.75,0.23
63.00,0.00,33.00,0.62,1.59,0.22
96.00,0.00,66.00,0.55,1.65,0.22
30.00,0.00,0.00,0.74,1.60,0.21
59.30,1.00,53.00,0.50,1.58,0.21
42.00,0.00,12.00,0.52,1.59,0.19
54.00,0.00,24.00,0.53,1.56,0.18
69.00,0.00,39.00,1.04,1.78,0.27
30.00,0.00,0.00,0.36,1.53,0.27
98.00,0.00,68.00,0.35,1.62,0.30
41.00,0.00,11.00,0.59,1.69,0.36
29.60,0.00,0.00,0.61,1.70,0.38
14.30,0.00,0.00,0.92,1.73,0.27
60.00,0.00,30.00,0.32,1.63,0.29
15.80,0.00,0.00,0.71,1.55,0.15
30.00,0.00,0.00,0.62,1.60,0.25
13.10,0.00,0.00,0.58,1.58,0.22
30.00,0.00,0.00,0.57,1.55,0.17
30.00,0.00,0.00,0.75,1.79,0.39
81.00,0.00,51.00,0.47,1.63,0.26
87.00,0.00,57.00,0.59,1.63,0.25
17.20,0.00,0.00,0.63,1.70,0.33
74.00,0.00,44.00,0.36,1.65,0.32
30.00,0.00,0.00,0.47,1.63,0.26
30.00,0.00,0.00,0.71,1.51,0.16
7.80,0.00,0.00,0.49,1.68,0.27
101.00,0.00,71.00,0.50,1.62,0.26
15.70,1.00,10.00,0.45,1.68,0.25
65.00,0.00,35.00,0.35,1.64,0.31
24.20,1.00,10.00,0.84,1.57,0.16
59.10,1.00,42.00,0.39,1.69,0.28
58.00,0.00,28.00,0.32,1.56,0.27
44.00,0.00,14.00,0.62,1.65,0.27
101.00,0.00,71.00,0.40,1.61,0.24
66.00,0.00,36.00,0.47,1.67,0.26
12.00,1.00,10.00,0.54,1.53,0.18
83.00,0.00,53.00,0.39,1.67,0.28
44.00,0.00,14.00,0.47,1.55,0.27
48.00,0.00,18.00,0.54,1.53,0.17
53.00,0.00,23.00,0.43,1.78,0.38
72.00,0.00,42.00,0.43,1.71,0.27
37.00,0.00,7.00,0.55,1.54,0.19
19.40,1.00,0.00,0.89,1.80,0.44
92.00,0.00,62.00,0.41,1.71,0.27
69.00,0.00,39.00,0.54,1.54,0.18
44.00,0.00,14.00,0.68,1.59,0.24
20.80,0.00,0.00,0.57,1.51,0.17
52.00,0.00,22.00,0.42,1.67,0.25
30.00,0.00,0.00,0.71,1.54,0.20
72.00,0.00,42.00,0.31,1.58,0.31
30.00,0.00,0.00,0.32,1.55,0.27
30.00,0.00,0.00,0.37,1.57,0.28
2.10,0.00,0.00,0.37,1.54,0.28
59.00,0.00,29.00,0.47,1.64,0.24
39.00,1.00,19.00,0.80,1.66,0.23
74.00,0.00,44.00,0.35,1.66,0.28
60.00,0.00,30.00,0.70,1.55,0.17
30.00,0.00,0.00,1.03,1.77,0.21
8.60,0.00,0.00,0.59,1.54,0.20
72.00,0.00,42.00,0.38,1.67,0.28
30.00,0.00,0.00,0.65,1.61,0.26
72.00,0.00,42.00,0.37,1.66,0.28
0.70,0.00,0.00,0.60,1.68,0.23
7.80,0.00,0.00,0.62,1.53,0.16
27.70,0.00,0.00,0.37,1.66,0.30
53.00,0.00,23.00,0.41,1.59,0.24
47.00,0.00,17.00,0.52,1.57,0.21
50.00,0.00,20.00,0.69,1.74,0.41
40.00,0.00,10.00,0.79,1.60,0.18
50.20,1.00,37.00,0.61,1.69,0.23
59.00,0.00,29.00,0.54,1.62,0.22
30.00,0.00,0.00,1.03,1.76,0.21
29.20,1.00,20.00,0.78,1.68,0.32
30.00,0.00,0.00,0.54,1.57,0.19
67.00,0.00,37.00,0.58,1.81,0.26
30.00,0.00,0.00,0.42,1.85,0.40
11.40,0.00,0.00,0.70,1.53,0.15
58.00,0.00,28.00,0.32,1.61,0.29
46.00,0.00,16.00,0.33,1.46,0.26
48.10,1.00,34.00,0.39,1.69,0.28
73.00,0.00,43.00,0.39,1.66,0.27
30.00,0.00,0.00,0.62,1.76,0.24
57.00,0.00,27.00,0.45,1.72,0.26
11.30,0.00,0.00,0.85,1.81,0.49
62.40,1.00,51.00,0.35,1.59,0.27
3.50,0.00,0.00,0.68,1.59,0.24
31.70,1.00,5.00,0.69,1.59,0.25
44.00,0.00,14.00,0.45,1.70,0.25
30.00,0.00,0.00,0.56,1.51,0.16
53.20,1.00,28.00,0.34,1.55,0.27
70.50,1.00,42.00,0.52,1.82,0.28
83.00,0.00,53.00,0.50,1.57,0.20
30.00,0.00,0.00,0.86,1.71,0.23
71.00,1.00,67.00,0.63,1.58,0.22
76.80,1.00,68.00,0.41,1.56,0.25
40.00,0.00,10.00,0.89,1.72,0.20
66.00,0.00,36.00,0.44,1.74,0.35
1.20,0.00,0.00,0.84,1.70,0.22
59.00,0.00,29.00,0.38,1.67,0.30
73.70,1.00,58.00,0.63,1.68,0.23
1.00,0.00,0.00,0.79,1.79,0.39
30.00,0.00,0.00,0.59,1.64,0.24
30.00,0.00,0.00,0.61,1.70,0.37
17.40,0.00,0.00,0.42,1.66,0.25
88.00,0.00,58.00,0.42,1.70,0.26
25.30,1.00,0.00,0.75,1.79,0.39
50.00,0.00,20.00,0.68,1.50,0.17
86.00,0.00,56.00,0.56,1.71,0.24
30.00,0.00,0.00,0.33,1.46,0.26
5.90,0.00,0.00,0.78,1.55,0.17
4.10,0.00,0.00,0.82,1.56,0.17
30.30,1.00,21.00,0.85,1.57,0.18
13.10,0.00,0.00,0.50,1.58,0.20
49.00,0.00,19.00,0.51,1.65,0.22
53.00,0.00,23.00,0.59,1.69,0.27
30.00,0.00,0.00,0.44,1.61,0.25
49.00,0.00,19.00,0.35,1.60,0.26
5.50,0.00,0.00,0.31,1.63,0.28
45.00,0.00,15.00,0.61,1.52,0.17
51.00,0.00,21.00,0.35,1.63,0.31
66.00,0.00,36.00,0.32,1.62,0.29
63.00,0.00,33.00,0.58,1.58,0.22
10.90,0.00,0.00,0.51,1.69,0.28
9.60,1.00,7.00,0.75,1.67,0.29
83.00,0.00,53.00,0.53,1.64,0.22
40.30,1.00,37.00,1.05,1.75,0.21
30.00,0.00,0.00,0.78,1.57,0.16
7.50,0.00,0.00,0.69,1.59,0.26
30.00,0.00,0.00,0.61,1.55,0.21
30.00,0.00,0.00,0.66,1.65,0.24
2.50,0.00,0.00,0.69,1.69,0.32
72.00,0.00,42.00,0.80,1.77,0.38
1.20,0.00,0.00,0.73,1.59,0.20
30.00,0.00,0.00,0.66,1.53,0.19
21.40,1.00,0.00,0.71,1.52,0.16
62.00,0.00,32.00,0.35,1.63,0.32
70.00,0.00,40.00,0.39,1.64,0.25
53.00,0.00,23.00,0.46,1.69,0.26
30.00,0.00,0.00,0.94,1.73,0.24
7.20,0.00,0.00,0.48,1.70,0.30
47.00,0.00,17.00,0.41,1.56,0.27
58.00,0.00,28.00,0.42,1.56,0.27
30.00,0.00,0.00,0.72,1.58,0.22
30.00,0.00,0.00,1.00,1.62,0.18
77.90,1.00,49.00,0.70,1.59,0.26
44.00,0.00,14.00,0.43,1.63,0.26
45.00,0.00,15.00,0.61,1.52,0.17
64.00,0.00,34.00,0.42,1.70,0.27
30.00,0.00,0.00,1.19,1.79,0.28
78.10,1.00,53.00,0.76,1.62,0.29
72.00,1.00,68.00,0.40,1.56,0.25
41.00,0.00,11.00,0.46,1.72,0.28
69.70,1.00,43.00,0.39,1.66,0.27
74.00,0.00,44.00,0.38,1.67,0.28
58.00,0.00,28.00,0.34,1.56,0.27
26.20,0.00,0.00,0.36,1.68,0.32
25.20,0.00,0.00,0.67,1.52,0.19
55.00,0.00,25.00,0.59,1.57,0.22
30.00,0.00,0.00,0.69,1.77,0.37
30.00,0.00,0.00,0.73,1.69,0.23
38.30,1.00,21.00,0.56,1.54,0.20
30.00,0.00,0.00,0.66,1.52,0.19
44.00,0.00,14.00,0.54,1.59,0.18
20.30,0.00,0.00,0.57,1.79,0.37
72.00,0.00,42.00,0.55,1.73,0.24
3.40,0.00,0.00,0.94,1.66,0.19
75.00,0.00,45.00,0.34,1.57,0.26
73.00,0.00,43.00,0.39,1.67,0.28
69.00,0.00,39.00,0.47,1.67,0.24
29.60,1.00,0.00,0.35,1.60,0.27
8.90,0.00,0.00,0.41,1.62,0.26
31.00,0.00,1.00,0.58,1.59,0.25
23.60,0.00,0.00,0.38,1.66,0.28
13.90,0.00,0.00,0.59,1.70,0.27
1.00,0.00,0.00,0.40,1.61,0.26
44.50,1.00,17.00,0.78,1.57,0.16
37.30,1.00,11.00,0.78,1.54,0.18
79.00,0.00,49.00,0.69,1.59,0.25
17.00,0.00,0.00,0.70,1.51,0.16
59.00,0.00,29.00,0.41,1.67,0.26
43.00,0.00,13.00,0.43,1.70,0.26
25.10,0.00,0.00,0.59,1.70,0.27
53.00,0.00,23.00,0.31,1.56,0.31
42.00,0.00,12.00,0.54,1.62,0.25
43.00,0.00,13.00,0.53,1.53,0.17
65.40,1.00,61.00,0.37,1.66,0.28
72.00,0.00,42.00,0.35,1.57,0.26
44.00,0.00,14.00,0.54,1.59,0.18
10.80,0.00,0.00,0.61,1.55,0.21
0.20,0.00,0.00,0.57,1.62,0.24
80.00,0.00,50.00,0.59,1.58,0.21
41.00,1.00,24.00,0.52,1.57,0.19
99.00,0.00,69.00,0.56,1.52,0.17
90.00,0.00,60.00,0.58,1.69,0.28
18.40,0.00,0.00,0.61,1.55,0.21
30.00,0.00,0.00,0.68,1.59,0.24
71.00,0.00,41.00,0.62,1.49,0.15
52.00,0.00,22.00,0.36,1.62,0.27
106.00,0.00,76.00,0.52,1.70,0.29
3.00,0.00,0.00,0.59,1.53,0.20
43.00,0.00,13.00,0.53,1.70,0.23
30.00,0.00,0.00,0.65,1.53,0.16
47.00,0.00,17.00,0.76,1.53,0.17
52.00,0.00,22.00,0.38,1.68,0.28
68.00,0.00,38.00,0.77,1.65,0.28
58.00,1.00,57.00,0.49,1.74,0.27
58.00,0.00,28.00,0.33,1.56,0.27
54.00,0.00,24.00,0.43,1.67,0.27
60.00,0.00,30.00,0.36,1.66,0.30
6.60,0.00,0.00,0.71,1.61,0.26
58.00,0.00,28.00,0.38,1.58,0.28
81.00,0.00,51.00,0.32,1.62,0.29
54.00,0.00,24.00,0.54,1.56,0.18
59.00,0.00,29.00,0.54,1.61,0.23
30.00,0.00,0.00,0.45,1.70,0.27
52.00,0.00,22.00,0.36,1.63,0.27
7.10,0.00,0.00,0.51,1.65,0.24
69.40,1.00,60.00,0.47,1.67,0.27
69.00,0.00,39.00,0.60,1.56,0.20
45.00,0.00,15.00,0.70,1.65,0.30
63.00,0.00,33.00,0.51,1.65,0.24
74.00,0.00,44.00,0.36,1.66,0.31
69.00,0.00,39.00,0.66,1.52,0.19
89.00,0.00,59.00,0.40,1.83,0.39
60.00,0.00,30.00,0.45,1.72,0.27
50.00,0.00,20.00,0.63,1.52,0.18
25.80,0.00,0.00,0.47,1.55,0.27
14.20,0.00,0.00,0.46,1.71,0.26
38.00,0.00,8.00,0.53,1.54,0.17
63.00,0.00,33.00,0.59,1.57,0.22
30.00,0.00,0.00,0.92,1.74,0.21
58.00,0.00,28.00,0.48,1.67,0.25
63.30,1.00,41.00,0.61,1.70,0.24
39.00,0.00,9.00,0.41,1.87,0.40
30.00,0.00,0.00,0.57,1.80,0.26
101.00,0.00,71.00,0.64,1.58,0.21
40.90,1.00,14.00,0.53,1.59,0.19
3.10,0.00,0.00,0.68,1.59,0.24
18.50,0.00,0.00,0.38,1.55,0.25
30.00,0.00,0.00,0.59,1.63,0.24
43.00,0.00,13.00,0.36,1.67,0.29
42.00,0.00,12.00,0.35,1.62,0.26
30.00,0.00,0.00,0.59,1.75,0.33
51.00,0.00,21.00,0.32,1.74,0.29
16.90,0.00,0.00,0.51,1.70,0.24
59.50,1.00,35.00,0.32,1.59,0.30
81.80,1.00,60.00,0.41,1.59,0.24
61.20,1.00,47.00,1.02,1.61,0.23
62.00,0.00,32.00,0.39,1.69,0.28
30.00,0.00,0.00,0.76,1.54,0.17
61.00,0.00,31.00,0.43,1.73,0.26
58.00,0.00,28.00,0.34,1.56,0.25
19.90,0.00,0.00,1.08,1.62,0.19
51.00,0.00,21.00,0.67,1.53,0.15
43.00,0.00,13.00,0.41,1.64,0.25
53.00,0.00,23.00,0.40,1.68,0.27
48.00,0.00,18.00,0.44,1.61,0.25
11.50,0.00,0.00,0.92,1.59,0.17
84.00,0.00,54.00,0.49,1.64,0.28
6.20,0.00,0.00,0.58,1.69,0.31
57.00,0.00,27.00,0.43,1.66,0.26
98.00,0.00,68.00,0.37,1.64,0.28
45.00,0.00,15.00,0.59,1.53,0.20
36.00,0.00,6.00,0.41,1.69,0.26
83.00,0.00,53.00,0.51,1.57,0.20
65.00,0.00,35.00,0.32,1.60,0.31
67.00,0.00,37.00,0.61,1.75,0.24
43.00,0.00,13.00,0.42,1.69,0.26
18.40,0.00,0.00,0.35,1.63,0.31
59.00,0.00,29.00,0.36,1.62,0.26
0.30,0.00,0.00,0.60,1.64,0.23
59.00,0.00,29.00,0.42,1.68,0.26
32.00,0.00,2.00,0.59,1.61,0.25
30.00,0.00,0.00,0.73,1.59,0.22
11.70,0.00,0.00,0.34,1.55,0.26
71.00,1.00,50.00,0.38,1.66,0.27
84.80,1.00,74.00,0.31,1.58,0.29
16.20,0.00,0.00,0.51,1.58,0.21
42.00,0.00,12.00,0.57,1.68,0.29
63.00,0.00,33.00,0.52,1.65,0.23
19.10,0.00,0.00,0.71,1.60,0.26
43.00,0.00,13.00,0.44,1.70,0.26
61.00,0.00,31.00,0.65,1.84,0.25
39.20,1.00,17.00,0.41,1.58,0.24
30.00,0.00,0.00,0.75,1.79,0.39
15.20,0.00,0.00,0.52,1.71,0.30
48.00,0.00,18.00,0.47,1.62,0.23
71.00,0.00,41.00,0.37,1.59,0.26
50.00,0.00,20.00,0.43,1.57,0.25
76.00,0.00,46.00,0.68,1.69,0.23
30.00,0.00,0.00,0.35,1.62,0.31
30.00,0.00,0.00,0.49,1.56,0.25
54.00,0.00,24.00,0.69,1.81,0.25
19.20,0.00,0.00,0.70,1.52,0.19
30.00,0.00,0.00,0.67,1.52,0.19
85.00,0.00,55.00,0.47,1.60,0.27
82.00,0.00,52.00,0.51,1.64,0.29
68.00,0.00,38.00,0.56,1.57,0.18
30.00,0.00,0.00,0.66,1.66,0.24
74.00,0.00,44.00,0.37,1.66,0.29
40.00,0.00,10.00,0.62,1.58,0.21
11.90,1.00,0.00,1.48,1.73,0.27
66.00,0.00,36.00,0.44,1.68,0.31
17.30,0.00,0.00,0.82,1.60,0.16
29.30,0.00,0.00,0.39,1.83,0.39
68.80,1.00,57.00,0.35,1.59,0.27
61.00,0.00,31.00,0.72,1.51,0.18
25.90,1.00,10.00,0.95,1.66,0.20
83.00,0.00,53.00,0.51,1.58,0.20
107.00,0.00,77.00,0.39,1.61,0.25
62.40,1.00,44.00,0.32,1.64,0.29
56.00,0.00,26.00,0.85,1.68,0.35
30.00,0.00,0.00,0.77,1.65,0.24
30.00,0.00,0.00,0.82,1.60,0.17
30.00,0.00,0.00,0.45,1.73,0.28
34.00,0.00,4.00,0.33,1.62,0.27
79.00,0.00,49.00,0.61,1.76,0.24
44.30,1.00,44.00,0.42,1.89,0.41
30.00,0.00,0.00,0.85,1.71,0.23
8.70,0.00,0.00,0.60,1.55,0.20
86.00,0.00,56.00,0.45,1.71,0.26
59.00,0.00,29.00,0.62,1.76,0.25
25.80,0.00,0.00,0.81,1.55,0.18
19.90,1.00,10.00,0.57,1.79,0.27
14.50,0.00,0.00,0.38,1.60,0.25
21.30,1.00,15.00,0.64,1.56,0.22
7.10,0.00,0.00,0.56,1.52,0.17
33.00,0.00,3.00,0.46,1.65,0.26
15.10,0.00,0.00,1.15,1.65,0.20
63.00,0.00,33.00,0.53,1.65,0.23
47.00,0.00,17.00,0.46,1.71,0.26
68.80,1.00,66.00,0.47,1.63,0.23
64.00,0.00,34.00,0.37,1.64,0.30
101.00,0.00,71.00,0.64,1.58,0.21
23.10,0.00,0.00,0.61,1.55,0.21
6.50,0.00,0.00,1.13,1.64,0.20
106.00,0.00,76.00,0.34,1.55,0.25
71.00,0.00,41.00,0.61,1.49,0.15
30.00,0.00,0.00,0.46,1.72,0.27
29.70,0.00,0.00,0.47,1.64,0.27
44.00,0.00,14.00,0.42,1.70,0.26
52.90,1.00,33.00,0.70,1.54,0.20
63.00,0.00,33.00,0.71,1.54,0.20
42.80,1.00,25.00,0.51,1.64,0.23
74.00,0.00,44.00,0.38,1.68,0.29
53.00,0.00,23.00,0.36,1.62,0.28
51.00,0.00,21.00,0.49,1.64,0.25
42.00,0.00,12.00,0.47,1.61,0.25
87.00,0.00,57.00,0.49,1.75,0.28
8.90,0.00,0.00,0.50,1.71,0.30
55.00,0.00,25.00,0.36,1.67,0.32
58.00,0.00,28.00,0.39,1.56,0.28
0.60,0.00,0.00,0.63,1.51,0.17
47.00,0.00,17.00,0.40,1.57,0.24
30.00,0.00,0.00,0.60,1.63,0.25
46.20,1.00,37.00,0.61,1.74,0.32
66.00,0.00,36.00,0.32,1.61,0.29
63.00,0.00,33.00,0.33,1.61,0.28
61.00,0.00,31.00,0.58,1.53,0.19
83.00,0.00,53.00,0.62,1.69,0.23
88.50,1.00,62.00,0.37,1.66,0.30
0.40,0.00,0.00,0.61,1.55,0.21
53.00,0.00,23.00,0.48,1.55,0.26
34.00,0.00,4.00,0.60,1.51,0.16
59.00,0.00,29.00,0.36,1.60,0.25
30.00,0.00,0.00,0.94,1.81,0.45
11.40,0.00,0.00,0.94,1.66,0.19
87.00,0.00,57.00,0.38,1.57,0.24
55.00,0.00,25.00,0.69,1.82,0.25
47.00,0.00,17.00,0.56,1.73,0.24
90.00,0.00,60.00,0.39,1.61,0.25
30.00,0.00,0.00,0.99,1.74,0.25
73.00,0.00,43.00,0.39,1.67,0.27
83.10,1.00,62.00,0.67,1.52,0.19
62.00,0.00,32.00,0.34,1.61,0.32
51.00,0.00,21.00,0.41,1.67,0.26
30.00,0.00,0.00,0.59,1.63,0.24
30.00,0.00,0.00,0.60,1.63,0.24
74.00,0.00,44.00,0.35,1.60,0.28
40.00,0.00,10.00,0.81,1.61,0.18
82.00,0.00,52.00,0.53,1.65,0.30
70.00,0.00,40.00,0.42,1.88,0.40
69.00,0.00,39.00,0.51,1.55,0.26
65.00,0.00,35.00,0.35,1.64,0.30
5.70,0.00,0.00,0.71,1.74,0.25
79.00,0.00,49.00,0.56,1.68,0.33
30.00,0.00,0.00,0.32,1.59,0.32
61.00,0.00,31.00,0.47,1.64,0.24
98.00,0.00,68.00,0.37,1.64,0.27
72.00,0.00,42.00,0.43,1.84,0.40
30.00,0.00,0.00,0.47,1.74,0.28
86.00,0.00,56.00,0.57,1.71,0.24
18.80,1.00,0.00,0.81,1.61,0.17
57.10,1.00,41.00,0.37,1.60,0.25
29.60,0.00,0.00,0.54,1.77,0.37
7.30,0.00,0.00,0.67,1.74,0.40
69.00,0.00,39.00,0.66,1.52,0.18
30.00,0.00,0.00,0.82,1.60,0.16
46.00,0.00,16.00,0.47,1.66,0.24
41.00,0.00,11.00,0.46,1.68,0.26
61.00,0.00,31.00,0.34,1.60,0.31
84.00,0.00,54.00,0.45,1.62,0.25
53.00,0.00,23.00,0.31,1.56,0.31
48.00,0.00,18.00,0.41,1.65,0.26
30.00,0.00,0.00,0.70,1.67,0.33
63.00,0.00,33.00,0.60,1.55,0.21
0.30,0.00,0.00,0.41,1.68,0.26
88.00,0.00,58.00,0.61,1.68,0.23
73.00,0.00,43.00,0.39,1.66,0.27
30.00,0.00,0.00,0.35,1.59,0.26
68.80,1.00,62.00,0.67,1.52,0.18
3.60,0.00,0.00,0.87,1.63,0.18
28.60,1.00,20.00,0.69,1.50,0.17
104.20,1.00,76.00,0.45,1.63,0.26
22.60,0.00,0.00,0.34,1.60,0.31
40.00,0.00,10.00,0.77,1.80,0.49
1.00,0.00,0.00,0.77,1.66,0.28
65.00,0.00,35.00,0.79,1.59,0.15
59.00,0.00,29.00,0.47,1.65,0.24
101.00,0.00,71.00,0.54,1.73,0.26
16.50,0.00,0.00,0.80,1.66,0.24
53.00,0.00,23.00,0.45,1.69,0.26
59.00,0.00,29.00,0.49,1.62,0.23
61.00,0.00,31.00,0.33,1.60,0.27
60.00,0.00,30.00,0.33,1.66,0.28
62.40,1.00,44.00,0.56,1.67,0.32
97.40,1.00,76.00,0.34,1.55,0.26
12.90,0.00,0.00,0.59,1.53,0.18
45.00,0.00,15.00,0.54,1.68,0.24
94.30,1.00,71.00,0.63,1.58,0.21
75.00,0.00,45.00,0.34,1.55,0.25
30.00,0.00,0.00,0.66,1.65,0.24
45.00,0.00,15.00,0.62,1.52,0.17
13.30,0.00,0.00,0.63,1.71,0.30
62.10,1.00,39.00,1.01,1.78,0.25
3.10,0.00,0.00,0.68,1.73,0.33
41.00,0.00,11.00,0.57,1.67,0.30
53.00,0.00,23.00,0.53,1.72,0.32
47.00,0.00,17.00,0.45,1.69,0.27
60.00,0.00,30.00,0.55,1.72,0.25
22.00,0.00,0.00,0.81,1.67,0.23
30.00,0.00,0.00,0.32,1.59,0.32
46.30,1.00,20.00,0.77,1.67,0.29
39.30,1.00,35.00,0.92,1.74,0.21
26.70,1.00,0.00,0.62,1.52,0.18
101.00,0.00,71.00,0.37,1.55,0.24
7.20,0.00,0.00,0.65,1.71,0.24
30.00,0.00,0.00,0.32,1.59,0.32
10.80,0.00,0.00,1.11,1.79,0.27
48.00,0.00,18.00,0.54,1.53,0.17
45.00,0.00,15.00,0.44,1.67,0.25
48.00,0.00,18.00,0.56,1.68,0.23
82.00,0.00,52.00,0.50,1.65,0.28
42.00,0.00,12.00,0.92,1.63,0.18
60.30,1.00,39.00,0.60,1.68,0.23
61.00,0.00,31.00,0.36,1.66,0.32
88.00,0.00,58.00,0.54,1.84,0.28
65.00,0.00,35.00,0.32,1.59,0.31
21.00,0.00,0.00,0.63,1.72,0.38
53.00,0.00,23.00,0.43,1.56,0.28
50.00,0.00,20.00,0.77,1.67,0.29
44.00,0.00,14.00,0.50,1.58,0.20
92.00,0.00,62.00,0.35,1.72,0.33
34.00,0.00,4.00,0.32,1.80,0.29
67.10,1.00,47.00,0.84,1.56,0.21
93.00,0.00,63.00,0.56,1.71,0.24
30.00,0.00,0.00,0.61,1.65,0.23
12.70,0.00,0.00,0.96,1.64,0.17
98.00,0.00,68.00,0.33,1.60,0.31
3.50,0.00,0.00,0.77,1.67,0.29
30.00,0.00,0.00,0.82,1.61,0.17
108.00,0.00,78.00,0.61,1.52,0.18
47.00,0.00,17.00,0.68,1.51,0.15
30.00,0.00,0.00,0.53,1.55,0.18
53.90,1.00,43.00,0.40,1.66,0.27
45.00,0.00,15.00,0.59,1.53,0.20
2.50,0.00,0.00,0.78,1.57,0.16
71.00,0.00,41.00,0.39,1.59,0.26
23.80,0.00,0.00,0.50,1.63,0.25
52.00,0.00,22.00,0.41,1.61,0.25
18.20,0.00,0.00,1.21,1.67,0.20
